,university,relationships,break ups,divorce,wedding,death,family,friendship,Dominant_Topic,Topic_Probability
Document 249,0.2,18.3,0.1,54.1,4.6,0.0,5.0,17.7,Topic 3,54.1
Document 250,9.0,12.5,1.6,15.7,31.7,3.7,1.5,24.3,Topic 4,31.7
Document 251,1.3,13.3,9.3,47.7,8.6,1.7,1.3,16.9,Topic 3,47.7
Document 252,5.0,23.2,0.8,14.0,16.5,6.5,6.7,27.3,Topic 7,27.3
Document 253,1.5,10.3,4.4,9.6,22.1,31.6,4.7,16.0,Topic 5,31.6
Document 254,11.0,27.3,27.0,1.2,3.1,7.7,20.6,2.1,Topic 1,27.3
Document 255,54.7,3.3,9.2,1.7,8.3,6.3,5.0,11.6,Topic 0,54.7
Document 256,30.3,13.8,5.1,0.9,2.8,32.3,5.4,9.3,Topic 5,32.3
Document 257,23.9,18.5,5.7,30.4,10.4,0.5,0.6,9.9,Topic 3,30.4
Document 258,19.6,12.8,0.8,1.7,14.5,46.4,0.1,4.1,Topic 5,46.4
Document 259,27.0,7.4,0.3,11.3,6.9,9.3,0.0,37.8,Topic 7,37.8
Document 260,6.1,30.8,7.7,2.9,9.1,21.2,18.5,3.8,Topic 1,30.8
Document 261,13.3,3.2,24.9,4.1,7.1,2.4,29.6,15.2,Topic 6,29.6
Document 262,10.6,6.8,2.8,26.9,16.0,0.9,17.9,18.1,Topic 3,26.9
Document 263,1.9,0.2,55.5,0.3,25.6,5.3,3.7,7.4,Topic 2,55.5
Document 264,9.6,32.1,8.1,17.0,8.0,1.4,16.8,7.1,Topic 1,32.1
Document 265,0.5,12.6,0.9,16.5,13.6,0.2,15.6,40.0,Topic 7,40.0
Document 266,16.2,7.9,1.7,47.0,4.9,0.4,3.4,18.5,Topic 3,47.0
Document 267,44.1,0.4,3.2,16.2,18.2,4.5,0.8,12.5,Topic 0,44.1
Document 268,0.3,3.2,12.0,5.2,13.3,28.2,23.7,14.0,Topic 5,28.2
Document 269,10.8,54.3,3.8,12.8,1.6,9.4,4.9,2.3,Topic 1,54.3
Document 270,24.0,7.5,15.1,3.7,14.0,3.7,10.9,21.1,Topic 0,24.0
Document 271,4.6,2.5,3.2,11.3,12.1,2.5,22.0,41.9,Topic 7,41.9
Document 272,16.8,10.6,0.3,14.9,25.7,5.9,1.5,24.4,Topic 4,25.7
Document 273,8.8,12.1,5.3,11.0,17.6,20.8,21.0,3.4,Topic 6,21.0
Document 274,6.9,42.8,1.9,0.9,19.3,0.8,20.7,6.7,Topic 1,42.8
Document 275,0.6,15.8,6.1,16.8,5.6,0.3,33.4,21.4,Topic 6,33.4
Document 276,0.2,2.3,8.2,21.8,14.4,4.9,9.1,39.2,Topic 7,39.2
Document 277,5.2,6.8,6.2,34.8,9.2,4.0,14.0,19.8,Topic 3,34.8
Document 278,32.0,24.2,10.6,1.7,8.6,10.6,12.1,0.2,Topic 0,32.0
Document 279,5.7,29.6,0.3,1.5,13.4,18.1,11.4,19.9,Topic 1,29.6
Document 280,12.2,3.6,10.2,11.0,6.2,7.9,18.1,30.8,Topic 7,30.8
Document 281,1.2,8.9,12.4,20.7,9.9,16.8,5.7,24.5,Topic 7,24.5
Document 282,1.0,45.7,4.2,14.0,10.5,5.0,19.3,0.3,Topic 1,45.7
Document 283,36.0,0.1,19.7,2.5,2.3,9.3,0.4,29.6,Topic 0,36.0
Document 284,22.0,38.5,12.0,9.0,0.2,0.5,9.8,7.9,Topic 1,38.5
Document 285,9.1,8.8,4.7,47.5,4.9,0.2,0.1,24.7,Topic 3,47.5
Document 286,5.3,18.7,2.7,47.8,0.8,19.6,4.5,0.6,Topic 3,47.8
Document 287,21.9,3.0,6.8,16.0,24.7,1.5,0.9,25.3,Topic 7,25.3
Document 288,4.0,7.7,0.9,16.9,8.2,50.3,0.1,11.8,Topic 5,50.3
Document 289,0.8,18.5,17.9,6.8,1.8,2.1,44.8,7.2,Topic 6,44.8
Document 290,8.3,3.5,0.5,6.0,11.4,41.9,0.8,27.6,Topic 5,41.9
Document 291,1.8,4.4,34.9,2.6,13.5,14.8,22.0,5.9,Topic 2,34.9
Document 292,0.1,25.3,0.1,18.5,19.4,2.2,5.3,29.1,Topic 7,29.1
Document 293,6.2,10.8,6.8,55.7,3.7,2.0,2.2,12.7,Topic 3,55.7
Document 294,2.0,1.7,0.2,9.3,53.7,1.1,0.3,31.6,Topic 4,53.7
Document 295,9.8,20.9,0.1,30.2,30.4,4.9,3.3,0.5,Topic 4,30.4
Document 296,4.3,5.1,0.1,9.0,21.7,47.2,6.5,6.1,Topic 5,47.2
Document 297,7.0,12.3,5.6,2.0,22.3,6.4,1.6,42.9,Topic 7,42.9
Document 298,6.7,1.8,0.2,62.9,11.6,3.8,3.6,9.3,Topic 3,62.9
Document 299,2.9,3.1,0.9,24.4,19.7,5.8,16.4,26.8,Topic 7,26.8
Document 300,0.4,13.7,1.4,5.0,39.1,23.2,8.1,9.1,Topic 4,39.1
Document 301,3.4,17.6,0.8,52.1,10.7,3.1,3.9,8.5,Topic 3,52.1
Document 302,4.7,17.0,0.1,10.3,24.0,24.1,0.4,19.5,Topic 5,24.1
Document 303,1.7,33.0,0.4,7.7,18.8,24.6,8.3,5.5,Topic 1,33.0
Document 304,0.4,32.4,12.0,3.6,26.3,4.5,0.6,20.1,Topic 1,32.4
Document 305,1.8,5.5,39.3,5.2,13.2,32.5,1.6,0.8,Topic 2,39.3
Document 306,21.8,14.1,10.5,0.1,32.2,0.4,0.1,20.7,Topic 4,32.2
Document 307,4.7,7.2,0.5,9.5,33.4,22.0,3.6,18.9,Topic 4,33.4
Document 308,1.8,20.1,0.3,0.4,13.3,0.1,3.6,60.3,Topic 7,60.3
Document 309,2.9,0.3,1.0,10.9,3.2,63.8,0.1,17.8,Topic 5,63.8
Document 310,16.8,8.0,18.1,0.8,13.0,20.0,10.7,12.7,Topic 5,20.0
Document 311,1.4,18.5,9.0,8.9,9.8,0.4,48.5,3.5,Topic 6,48.5
Document 312,6.5,37.7,9.0,3.2,5.0,19.0,13.2,6.4,Topic 1,37.7
Document 313,0.5,30.0,14.5,17.2,8.1,3.5,0.5,25.7,Topic 1,30.0
Document 314,4.5,10.4,0.7,35.1,7.8,0.5,2.7,38.4,Topic 7,38.4
Document 315,8.1,21.8,3.6,32.1,4.1,0.2,8.2,21.9,Topic 3,32.1
Document 316,9.7,30.3,3.3,0.1,6.6,1.3,48.3,0.5,Topic 6,48.3
Document 317,0.6,13.6,5.0,20.1,19.7,10.9,13.4,16.7,Topic 3,20.1
Document 318,5.7,5.7,0.2,21.2,9.9,42.3,7.8,7.2,Topic 5,42.3
Document 319,10.0,0.5,2.6,24.3,9.7,30.3,1.7,20.9,Topic 5,30.3
Document 320,5.4,29.6,0.1,12.2,0.2,5.0,38.6,8.9,Topic 6,38.6
Document 321,55.5,3.9,8.1,0.2,4.2,9.4,15.9,2.9,Topic 0,55.5
Document 322,0.1,10.8,15.0,3.4,9.5,50.3,0.0,10.8,Topic 5,50.3
Document 323,0.1,2.1,9.3,4.4,17.8,49.1,0.7,16.6,Topic 5,49.1
Document 324,5.2,4.5,0.6,1.6,0.1,38.0,49.6,0.5,Topic 6,49.6
Document 325,26.2,0.0,21.4,25.0,9.9,9.5,6.7,1.3,Topic 0,26.2
Document 326,3.7,8.2,13.8,3.9,1.2,5.7,7.4,56.1,Topic 7,56.1
Document 327,2.8,19.8,8.9,0.2,1.5,20.1,40.5,6.2,Topic 6,40.5
Document 328,3.0,9.8,10.5,8.0,17.3,25.2,25.0,1.2,Topic 5,25.2
Document 329,0.9,1.8,3.4,33.5,7.1,3.3,5.6,44.3,Topic 7,44.3
Document 330,2.0,42.0,12.7,0.1,20.4,5.6,16.9,0.1,Topic 1,42.0
Document 331,9.0,4.0,27.8,21.1,16.4,0.5,12.5,8.7,Topic 2,27.8
Document 332,15.2,17.5,0.1,17.7,13.0,7.5,12.0,16.9,Topic 3,17.7
Document 333,21.1,17.4,1.9,17.8,6.7,0.1,17.8,17.4,Topic 0,21.1
Document 334,4.8,13.6,23.0,25.7,2.3,4.6,0.5,25.6,Topic 3,25.7
Document 335,17.7,10.0,7.2,14.9,32.4,13.7,0.1,3.9,Topic 4,32.4
Document 336,3.4,0.3,4.6,27.6,11.2,22.8,9.2,20.8,Topic 3,27.6
Document 337,10.3,4.9,6.8,0.1,8.2,0.3,65.2,4.3,Topic 6,65.2
Document 338,3.5,42.4,19.3,0.8,4.3,2.3,19.1,8.3,Topic 1,42.4
Document 339,2.1,23.6,28.9,0.1,24.6,7.4,3.6,9.7,Topic 2,28.9
Document 340,1.0,27.0,7.4,0.3,21.9,14.9,18.9,8.6,Topic 1,27.0
Document 341,3.5,5.9,4.8,5.2,9.9,4.6,46.5,19.6,Topic 6,46.5
Document 342,54.0,5.2,6.9,2.7,16.2,6.0,7.7,1.3,Topic 0,54.0
Document 343,31.0,16.8,2.6,0.5,10.4,32.3,0.1,6.4,Topic 5,32.3
Document 344,16.3,11.4,4.9,8.5,13.0,21.0,6.5,18.4,Topic 5,21.0
Document 345,0.3,30.0,1.5,11.3,17.0,21.0,11.8,7.0,Topic 1,30.0
Document 346,16.6,7.9,4.0,30.4,6.5,14.0,5.3,15.4,Topic 3,30.4
Document 347,42.2,9.4,7.5,17.0,11.7,1.9,2.3,7.9,Topic 0,42.2
Document 348,18.0,5.3,15.6,0.2,25.7,14.1,10.0,11.1,Topic 4,25.7
Document 349,15.2,9.3,2.9,6.3,19.1,12.4,9.0,25.7,Topic 7,25.7
Document 350,3.3,1.5,3.4,39.6,2.7,38.2,0.2,11.0,Topic 3,39.6
Document 351,5.4,12.6,8.4,1.3,7.5,49.5,6.1,9.1,Topic 5,49.5
Document 352,7.3,20.1,0.0,27.6,0.6,0.5,22.3,21.7,Topic 3,27.6
Document 353,31.8,12.0,19.1,5.6,3.5,25.3,1.9,0.7,Topic 0,31.8
Document 354,13.7,1.9,0.4,6.1,1.1,46.6,1.0,29.1,Topic 5,46.6
Document 355,0.1,27.4,27.4,0.1,9.0,0.1,26.9,9.1,Topic 1,27.4
Document 356,67.9,2.2,9.8,7.3,4.8,4.2,0.5,3.2,Topic 0,67.9
Document 357,8.2,6.9,32.8,9.8,8.6,14.8,17.0,2.0,Topic 2,32.8
Document 358,12.7,33.9,4.5,11.7,7.1,10.7,6.0,13.4,Topic 1,33.9
Document 359,8.0,39.8,0.4,21.6,12.0,1.4,2.0,14.8,Topic 1,39.8
Document 360,2.3,30.2,5.9,0.5,2.9,32.2,18.1,7.9,Topic 5,32.2
Document 361,9.9,11.9,0.1,16.3,30.7,0.4,1.2,29.6,Topic 4,30.7
Document 362,19.6,2.2,2.4,10.9,17.5,15.6,13.9,17.8,Topic 0,19.6
Document 363,1.2,6.6,6.1,2.8,15.9,16.1,6.3,45.1,Topic 7,45.1
Document 364,0.2,0.6,18.5,8.4,7.2,43.7,14.9,6.6,Topic 5,43.7
Document 365,22.0,8.2,36.4,0.5,4.8,7.3,3.3,17.6,Topic 2,36.4
Document 366,0.0,12.6,0.1,27.8,2.6,1.0,6.9,49.0,Topic 7,49.0
Document 367,12.0,5.2,0.6,22.4,23.2,6.1,0.2,30.3,Topic 7,30.3
Document 368,16.7,4.4,3.8,20.7,18.9,23.3,4.0,8.2,Topic 5,23.3
Document 369,8.7,2.0,1.1,24.5,5.2,10.6,2.8,45.0,Topic 7,45.0
Document 370,9.7,4.9,17.8,18.1,2.9,15.1,1.8,29.5,Topic 7,29.5
Document 371,2.3,3.4,38.8,25.2,7.9,8.3,7.8,6.3,Topic 2,38.8
Document 372,3.9,14.5,6.2,28.8,5.3,5.8,23.0,12.4,Topic 3,28.8
Document 373,6.2,5.6,4.6,29.6,14.0,1.6,1.5,36.9,Topic 7,36.9
Document 374,10.7,37.6,2.1,9.9,16.0,8.9,5.3,9.4,Topic 1,37.6
Document 375,0.0,9.6,16.8,57.2,1.3,2.5,3.7,9.0,Topic 3,57.2
Document 376,7.8,1.6,4.6,13.7,37.1,7.4,21.7,6.1,Topic 4,37.1
Document 377,3.6,7.6,10.0,8.6,6.3,4.1,39.9,19.9,Topic 6,39.9
Document 378,0.0,10.8,37.0,0.1,26.5,0.6,17.7,7.2,Topic 2,37.0
Document 379,7.5,27.4,12.2,16.6,15.9,2.0,4.8,13.6,Topic 1,27.4
Document 380,0.2,11.9,5.3,3.7,38.2,25.2,2.4,13.1,Topic 4,38.2
Document 381,7.6,14.6,19.9,15.5,5.0,0.1,11.0,26.3,Topic 7,26.3
Document 382,12.7,0.6,0.1,13.2,1.3,17.0,7.5,47.7,Topic 7,47.7
Document 383,1.6,6.5,27.1,18.9,16.9,4.9,0.1,24.0,Topic 2,27.1
Document 384,21.2,7.9,38.4,6.6,4.4,1.0,1.4,19.2,Topic 2,38.4
Document 385,9.3,36.0,0.2,14.5,0.8,1.8,18.0,19.4,Topic 1,36.0
Document 386,3.1,8.8,0.3,16.6,4.9,5.4,0.0,61.0,Topic 7,61.0
Document 387,35.0,4.0,4.1,27.4,14.0,6.2,6.2,3.0,Topic 0,35.0
Document 388,10.3,27.6,0.3,6.1,8.7,0.8,36.3,9.8,Topic 6,36.3
Document 389,9.7,1.8,6.9,5.2,25.2,7.4,11.0,32.8,Topic 7,32.8
Document 390,0.2,0.7,14.7,26.8,10.4,2.8,9.3,35.2,Topic 7,35.2
Document 391,10.3,23.7,6.8,21.3,0.5,4.6,4.2,28.5,Topic 7,28.5
Document 392,2.8,4.1,6.8,0.5,2.0,29.3,54.1,0.4,Topic 6,54.1
Document 393,0.2,13.7,11.0,10.2,11.2,22.2,4.0,27.5,Topic 7,27.5
Document 394,5.8,20.8,0.2,11.4,5.7,1.4,6.6,48.2,Topic 7,48.2
Document 395,3.2,16.3,27.8,20.2,3.9,7.8,1.3,19.3,Topic 2,27.8
Document 396,3.1,26.0,3.7,4.7,6.3,43.7,7.9,4.7,Topic 5,43.7
Document 397,2.5,0.3,27.0,11.0,12.1,26.2,0.2,20.8,Topic 2,27.0
Document 398,2.8,3.7,8.1,48.7,3.1,1.4,3.4,28.9,Topic 3,48.7
Document 399,9.2,8.3,5.7,25.4,14.8,6.9,7.3,22.5,Topic 3,25.4
Document 400,0.9,13.4,2.1,38.3,21.4,0.4,5.5,18.1,Topic 3,38.3
Document 401,11.1,11.6,23.1,18.4,5.3,9.5,1.1,20.0,Topic 2,23.1
Document 402,1.7,3.2,9.1,38.4,1.9,4.8,11.9,29.1,Topic 3,38.4
Document 403,0.3,4.6,1.5,24.4,6.4,0.1,8.1,54.6,Topic 7,54.6
Document 404,15.2,8.2,4.5,18.2,8.6,12.1,9.4,23.7,Topic 7,23.7
Document 405,4.5,4.3,0.1,14.9,24.7,31.9,6.4,13.2,Topic 5,31.9
Document 406,10.5,12.8,18.1,0.2,11.0,20.8,22.0,4.6,Topic 6,22.0
Document 407,0.2,0.7,5.3,36.7,19.5,12.5,1.3,24.0,Topic 3,36.7
Document 408,0.5,1.5,8.7,50.6,18.9,3.9,0.8,15.2,Topic 3,50.6
Document 409,15.1,10.1,0.2,33.0,10.6,0.3,21.5,9.3,Topic 3,33.0
Document 410,4.3,5.7,17.7,19.5,13.7,18.2,1.7,19.1,Topic 3,19.5
Document 411,5.4,1.9,17.9,10.0,0.1,15.0,20.2,29.5,Topic 7,29.5
Document 412,27.8,1.1,14.3,0.7,6.1,22.8,19.9,7.5,Topic 0,27.8
Document 413,16.2,3.4,0.4,9.6,9.3,16.3,1.9,42.8,Topic 7,42.8
Document 414,24.9,9.5,14.4,13.9,4.6,27.6,4.9,0.3,Topic 5,27.6
Document 415,4.4,33.4,4.6,11.4,21.1,7.2,1.3,16.7,Topic 1,33.4
Document 416,3.6,8.3,5.1,9.1,1.8,60.7,0.9,10.5,Topic 5,60.7
Document 417,5.5,41.5,32.7,3.0,7.8,2.6,3.7,3.2,Topic 1,41.5
Document 418,18.9,15.6,0.4,20.4,8.1,22.3,0.5,13.8,Topic 5,22.3
Document 419,0.1,9.7,1.0,23.5,2.1,45.0,0.7,17.9,Topic 5,45.0
Document 420,16.1,6.9,8.4,7.4,10.6,30.7,2.3,17.6,Topic 5,30.7
Document 421,2.2,17.5,9.5,34.0,20.7,0.4,3.0,12.7,Topic 3,34.0
Document 422,0.2,10.2,0.4,20.6,8.7,39.6,6.8,13.6,Topic 5,39.6
Document 423,1.7,7.0,11.9,21.2,2.2,39.0,0.5,16.5,Topic 5,39.0
Document 424,3.6,16.4,15.7,11.0,22.7,13.7,0.5,16.3,Topic 4,22.7
Document 425,0.0,25.1,55.3,2.3,8.9,5.9,0.2,2.2,Topic 2,55.3
Document 426,35.9,18.1,0.3,19.9,6.3,12.7,1.7,5.0,Topic 0,35.9
Document 427,12.8,6.8,7.2,7.6,1.9,2.7,52.3,8.6,Topic 6,52.3
Document 428,0.0,13.4,37.1,11.0,4.9,20.1,10.4,3.1,Topic 2,37.1
Document 429,10.7,3.7,2.9,8.3,31.2,16.5,9.2,17.6,Topic 4,31.2
Document 430,6.6,25.1,2.6,21.0,0.2,0.4,18.4,25.6,Topic 7,25.6
Document 431,0.1,39.7,23.2,0.1,34.5,0.1,2.2,0.1,Topic 1,39.7
Document 432,0.2,0.0,7.9,10.8,12.5,65.5,0.3,2.7,Topic 5,65.5
Document 433,3.7,7.0,4.5,2.6,29.1,36.6,7.2,9.2,Topic 5,36.6
Document 434,4.6,1.5,13.7,11.0,26.2,5.0,0.1,37.7,Topic 7,37.7
Document 435,27.7,1.4,4.2,21.0,11.3,0.7,0.9,32.7,Topic 7,32.7
Document 436,3.3,24.2,8.2,5.6,0.3,47.9,2.3,8.3,Topic 5,47.9
Document 437,0.6,10.4,6.1,0.2,0.3,27.1,55.2,0.1,Topic 6,55.2
Document 438,25.3,9.9,13.0,9.8,15.8,0.2,8.3,17.6,Topic 0,25.3
Document 439,17.2,11.7,4.9,28.6,29.5,0.1,2.7,5.3,Topic 4,29.5
Document 440,12.9,16.2,19.3,6.4,20.1,4.7,17.9,2.6,Topic 4,20.1
Document 441,9.7,19.6,8.1,40.1,10.1,0.4,4.9,7.2,Topic 3,40.1
Document 442,4.3,2.5,11.6,6.7,15.0,33.7,1.4,24.9,Topic 5,33.7
Document 443,33.3,0.2,11.4,0.1,9.9,44.9,0.2,0.1,Topic 5,44.9
Document 444,7.9,10.4,1.8,17.6,26.1,3.1,3.5,29.7,Topic 7,29.7
Document 445,1.9,33.3,3.8,1.3,12.9,26.2,9.5,11.1,Topic 1,33.3
Document 446,0.3,15.1,51.1,24.8,0.8,7.5,0.0,0.5,Topic 2,51.1
Document 447,5.5,0.0,5.5,74.2,0.7,5.8,1.6,6.7,Topic 3,74.2
Document 448,3.0,2.5,25.6,16.8,38.9,0.4,3.4,9.4,Topic 4,38.9
Document 449,4.7,30.5,0.2,3.2,29.1,2.8,7.4,22.1,Topic 1,30.5
Document 450,0.9,45.6,0.7,6.9,6.4,20.2,8.2,11.1,Topic 1,45.6
Document 451,10.2,24.1,29.4,0.4,13.4,0.2,13.8,8.4,Topic 2,29.4
Document 452,0.4,35.0,28.4,0.1,14.3,12.6,9.2,0.0,Topic 1,35.0
Document 453,6.8,11.3,2.7,0.4,11.2,5.6,58.5,3.4,Topic 6,58.5
Document 454,5.9,10.8,3.6,0.0,1.1,0.4,68.6,9.7,Topic 6,68.6
Document 455,5.7,23.3,10.0,21.3,25.6,2.6,4.1,7.4,Topic 4,25.6
Document 456,0.3,29.6,0.1,6.7,12.6,0.6,29.6,20.4,Topic 1,29.6
Document 457,6.5,1.0,7.3,5.3,10.4,14.9,8.4,46.4,Topic 7,46.4
Document 458,1.8,11.2,49.7,0.5,6.4,3.7,16.3,10.5,Topic 2,49.7
Document 459,1.4,4.5,8.1,19.2,11.2,6.9,11.6,37.1,Topic 7,37.1
Document 460,48.9,2.2,15.2,5.6,8.3,1.5,1.7,16.5,Topic 0,48.9
Document 461,11.2,16.1,9.9,10.8,8.6,5.0,32.4,6.0,Topic 6,32.4
Document 462,31.5,1.7,5.5,5.8,0.2,27.0,6.0,22.3,Topic 0,31.5
Document 463,30.7,6.9,13.2,6.0,12.9,1.4,10.9,18.1,Topic 0,30.7
Document 464,44.4,0.0,0.0,19.7,0.0,5.4,24.8,5.6,Topic 0,44.4
Document 465,0.8,21.9,2.8,33.6,11.7,6.6,1.6,21.0,Topic 3,33.6
Document 466,4.5,4.3,30.7,14.1,15.7,17.8,5.5,7.5,Topic 2,30.7
Document 467,5.0,3.9,18.9,42.3,12.5,0.6,2.0,14.7,Topic 3,42.3
Document 468,40.2,0.1,17.2,0.4,10.5,6.3,3.0,22.4,Topic 0,40.2
Document 469,1.5,17.3,7.7,12.6,43.3,2.3,8.1,7.4,Topic 4,43.3
Document 470,0.4,7.1,15.0,27.6,9.0,0.7,9.8,30.4,Topic 7,30.4
Document 471,6.9,22.9,2.3,24.0,4.6,5.0,10.6,23.7,Topic 3,24.0
Document 472,7.5,0.2,0.3,30.3,24.9,0.5,7.6,28.6,Topic 3,30.3
Document 473,0.1,37.8,4.0,19.4,0.4,25.5,9.5,3.3,Topic 1,37.8
Document 474,4.9,0.2,5.2,51.2,11.0,2.5,0.2,24.9,Topic 3,51.2
Document 475,5.8,9.2,0.1,45.9,2.6,3.0,1.4,31.9,Topic 3,45.9
Document 476,1.2,16.5,19.9,6.4,9.2,1.5,36.9,8.4,Topic 6,36.9
Document 477,3.7,8.5,18.2,3.0,0.2,9.7,46.8,9.8,Topic 6,46.8
Document 478,0.2,0.2,55.3,3.1,7.1,29.7,4.3,0.1,Topic 2,55.3
Document 479,0.1,3.5,1.3,41.9,0.5,0.9,0.6,51.3,Topic 7,51.3
Document 480,7.3,17.2,0.8,35.1,7.7,3.0,5.5,23.4,Topic 3,35.1
Document 481,28.0,17.8,17.4,9.1,9.7,13.1,4.6,0.2,Topic 0,28.0
Document 482,9.9,18.9,3.8,29.7,0.3,1.5,9.7,26.2,Topic 3,29.7
Document 483,1.6,5.7,1.9,24.6,16.6,21.5,6.5,21.7,Topic 3,24.6
Document 484,3.9,9.2,3.5,22.7,3.2,1.6,3.4,52.5,Topic 7,52.5
Document 485,2.4,23.0,10.4,14.9,4.5,9.4,10.2,25.3,Topic 7,25.3
Document 486,0.3,6.0,15.4,23.0,12.1,11.4,12.7,19.1,Topic 3,23.0
Document 487,7.8,9.5,41.3,2.4,10.1,2.4,18.4,8.0,Topic 2,41.3
Document 488,7.3,25.2,12.9,32.8,0.5,4.9,2.4,14.0,Topic 3,32.8
Document 489,28.8,26.1,12.0,6.8,2.0,2.5,1.8,20.0,Topic 0,28.8
Document 490,8.9,3.5,37.7,3.1,13.5,1.9,14.7,16.8,Topic 2,37.7
Document 491,17.0,0.8,38.6,14.3,13.2,14.9,1.1,0.1,Topic 2,38.6
Document 492,29.3,3.2,2.5,7.9,5.0,25.8,5.3,21.0,Topic 0,29.3
Document 493,17.5,7.5,38.7,11.0,10.8,10.1,1.7,2.7,Topic 2,38.7
Document 494,25.6,46.7,0.4,13.7,1.5,9.3,0.1,2.7,Topic 1,46.7
Document 495,16.4,1.4,2.1,29.8,0.6,11.4,16.7,21.8,Topic 3,29.8
Document 496,8.1,27.5,4.8,10.7,7.0,8.8,1.5,31.6,Topic 7,31.6
Document 497,22.9,2.3,22.4,0.1,6.9,11.8,19.7,13.9,Topic 0,22.9
Document 498,24.8,0.8,0.1,28.0,24.6,5.0,15.5,1.1,Topic 3,28.0
